time,queue
0.0,1
0.3876679999999908,1
0.38779299999998784,2
0.4675879999999921,1
0.4677199999999999,2
0.4677289999999914,3
0.49895099999999104,1
0.5199709999999982,1
0.5200040000000001,2
0.5464589999999987,1
0.5466539999999895,2
0.5466579999999936,3
0.5466669999999993,4
0.5466699999999918,5
0.5477329999999938,1
0.5477369999999979,2
0.5477459999999894,3
0.547748999999996,4
0.548655999999994,2
0.5486599999999981,3
0.6000659999999982,1
0.6030479999999869,1
0.6030549999999977,2
0.6040489999999892,3
0.6041099999999915,4
0.6041299999999978,5
0.6063639999999992,1
0.6063679999999891,2
0.6086989999999872,1
0.6087069999999954,2
0.659522999999993,1
0.6595319999999987,2
0.6609579999999937,1
0.6609679999999969,2
0.6639949999999999,1
0.664006999999998,2
0.6662159999999915,1
0.6662249999999972,2
0.6683439999999905,1
0.6683539999999937,2
0.6703779999999995,1
0.6703859999999935,2
0.67236299999999,1
0.6723709999999983,2
0.6743759999999952,1
0.6743849999999867,2
0.676368999999994,1
0.6763779999999997,2
0.6783549999999963,1
0.6783629999999903,2
0.6802789999999987,1
0.6802869999999928,2
0.6823749999999933,1
0.6823849999999965,2
0.6843219999999945,1
0.6843299999999886,2
0.6863349999999997,1
0.6863429999999937,2
0.6882609999999971,1
0.7035419999999988,1
0.7035519999999877,2
0.7395819999999986,1
0.7395909999999901,2
0.7413009999999929,1
0.741306999999992,2
0.744813999999991,1
0.74481999999999,2
0.7481759999999866,1
0.7481809999999882,2
0.7516669999999976,1
0.7516739999999942,2
0.7550269999999983,1
0.7550329999999974,2
0.7584129999999902,1
0.7584189999999893,2
0.7617489999999947,1
0.7617549999999937,2
0.7649959999999965,1
0.7650019999999955,2
0.7683339999999959,1
0.7683399999999949,2
0.771772999999996,1
0.7717949999999973,2
0.7751069999999913,1
0.7751139999999879,2
0.7784499999999923,1
0.7799849999999964,1
0.7799909999999954,2
0.7834669999999875,1
0.7834729999999865,2
0.7867099999999994,1
0.7867149999999867,2
0.7898789999999991,1
0.7898839999999865,2
0.792593999999994,1
0.7925999999999931,2
0.7953559999999982,1
0.7953619999999972,2
0.8277229999999918,1
0.8284849999999864,2
0.828487999999993,3
0.8316540000000003,1
0.8316599999999994,2
0.8348519999999979,1
0.8348569999999995,2
0.838089999999994,1
0.8380949999999956,2
0.8413899999999899,1
0.841393999999994,2
0.8446929999999924,1
0.844697999999994,2
0.8480249999999927,1
0.8480319999999892,2
0.8513969999999915,1
0.8514019999999931,2
0.8549329999999884,1
0.8549389999999875,2
0.8582389999999975,1
0.8582429999999874,2
0.8617829999999884,1
0.86178799999999,2
0.8651169999999979,1
0.8651209999999878,2
0.8685099999999863,1
0.8685149999999879,2
0.8719830000000002,1
0.8719889999999992,2
0.8755709999999937,1
0.8755769999999927,2
0.8785959999999875,1
0.8786009999999891,2
0.8816519999999883,1
0.8816579999999874,2
0.8845889999999912,1
0.8845939999999928,2
0.8876329999999939,1
0.8876379999999955,2
0.8904489999999896,1
0.8904539999999912,2
0.8933479999999889,1
0.893353999999988,2
0.8960689999999971,1
0.8960739999999987,2
0.9076519999999988,1
0.9076599999999928,2
0.9092029999999909,1
0.9092109999999991,2
0.911918,1
0.9119229999999874,2
0.91861999999999,1
0.9186279999999982,2
0.9244859999999875,1
0.9244949999999932,2
0.931241,1
0.9312499999999915,2
0.9327279999999973,1
0.9327319999999872,2
0.94267099999999,1
0.9426789999999983,2
0.9441569999999899,1
0.944162999999989,2
0.9472469999999902,1
0.9472519999999918,2
0.9501229999999907,1
0.9501279999999923,2
0.9532019999999903,1
0.9532069999999919,2
0.9561029999999988,1
0.9561080000000004,2
0.959227999999996,1
0.9592329999999976,2
0.9623279999999994,1
0.9623379999999884,2
0.96529799999999,1
0.9653039999999891,2
0.9680059999999884,1
0.96801099999999,2
0.9707979999999878,1
0.9708029999999894,2
0.9733569999999929,1
0.9733619999999945,2
0.9757919999999984,1
0.9757999999999925,2
0.9784489999999977,1
0.9784549999999967,2
0.9809969999999879,1
0.9810019999999895,2
0.9835399999999908,1
0.9835449999999923,2
0.9860469999999992,1
0.9860519999999866,2
0.9884739999999965,1
0.9884789999999981,2
0.9910919999999948,1
0.9910969999999963,2
0.9935729999999978,1
0.9935769999999877,2
1.009642999999997,1
1.0103169999999864,2
1.0103229999999996,3
1.0143839999999926,1
1.0143919999999866,2
1.0157339999999948,1
1.0157409999999913,2
1.0183369999999883,1
1.0183419999999899,2
1.0208479999999867,1
1.0208519999999908,2
1.023416999999995,1
1.023422999999994,2
1.026096999999993,1
1.0261019999999945,2
1.0284889999999933,1
1.0284929999999974,2
1.0310779999999937,1
1.0310829999999953,2
1.0334339999999997,1
1.0334389999999871,2
1.0357529999999997,1
1.0357589999999988,2
1.038263999999998,1
1.0382689999999997,2
1.0404259999999965,1
1.040430999999998,2
1.0427639999999911,1
1.0427689999999927,2
1.0446609999999907,1
1.0446649999999948,2
1.0467449999999872,1
1.0467510000000004,2
1.048648,1
1.04865199999999,2
1.05062199999999,1
1.050627999999989,2
1.0524599999999964,1
1.0524639999999863,2
1.0544619999999867,1
1.0544669999999883,2
1.0562709999999953,1
1.0562759999999969,2
1.0762479999999925,1
1.0762539999999916,2
1.077352999999988,3
1.0773569999999921,4
1.0866289999999879,1
1.0866339999999894,2
1.0876599999999996,3
1.087664999999987,4
1.0897759999999863,1
1.089780999999988,2
1.091861999999992,1
1.091867999999991,2
1.094114999999988,1
1.0941199999999895,2
1.0962199999999882,1
1.0962239999999923,2
1.0984499999999997,1
1.098454999999987,2
1.100909999999999,1
1.1019819999999925,2
1.101984999999999,3
1.1043229999999937,1
1.1043269999999978,2
1.1068129999999883,1
1.1068169999999924,2
1.1092079999999953,1
1.109212999999997,2
1.1115159999999946,1
1.1115209999999962,2
1.113882999999987,1
1.1138879999999887,2
1.1161669999999901,1
1.1161719999999917,2
1.1183249999999987,1
1.1183300000000003,2
